run,type,module,name,attrname,attrvalue,vectime,vecvalue
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,,,"224.98636516843 442.46148323696 613.73983055902 818.79779607455 996.62471870705 1176.82019448332 1366.35863379333 1544.13262409388 1718.77909533575 1890.01904751254 2071.12223712827 2259.67335177647 2465.51927185987 2668.27099857147 2949.01694551493 3144.33349475597 3324.36641626989 3551.50922315107","69.062223118328 164.26476067894 743.33595279898 566.80108130934 67.871488600974 561.34931742435 45.894493487253 674.39322382618 89.659515452919 572.11327825725 825.00536290463 152.34817443134 977.89958830261 43.872523514589 474.65975649062 398.40432696036 637.95805495103 177.87338020179"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[4].app[0],emergencyVariate:vector,,,"229.49702373507 403.54580837293 595.0390807895 768.97500569991 965.04448686535 1177.14690900007 1348.82792849799 1531.45537291197 1724.91909104126 1911.51794505928 2101.10847224001 2291.57750410318 2495.19103627967 2720.26986386535 2901.51586374265 3091.97953579985 3271.29079758322 3462.3773706447","435.53302480883 260.44703185683 295.18627001641 468.55794510658 19.342329663594 264.20477421115 1008.1295100218 1039.4763052151 2332.1499441136 2339.0980649157 1474.012918836 126.49436145222 157.50160552619 27.132319317451 88.632818263498 149.68450581543 1124.0438988593 633.54522502877"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[4].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[4].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,,,"233.96005015312 519.12262096097 694.55740273732 872.22678495955 1077.84388224577 1272.71445343977 1463.69881071464 1665.7589867399 1854.18954371664 2025.64902695418 2221.0806069065 2460.18608669603 2667.73859362859 2840.46032437762 3029.80741379027 3210.63073785569 3418.15113482249","108.51264153335 637.84047538504 212.39439279603 24.202910520989 1542.3123490973 7.9891004812617 1758.1425823291 1140.1733899113 52.949798115339 212.59375594639 844.86311185416 874.34213869719 78.035438672472 913.18729944756 235.01144939562 401.58416755704 350.97372753931"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,,,"235.05620696955 406.5229038334 597.53103205923 773.06196703238 950.67425323648 1144.45809505076 1354.09962194922 1530.6444904271 1716.84003412319 1924.92847447883 2102.61194325367 2333.6311994687 2514.97015262843 2695.78635732923 2897.93784775725 3102.02922723114 3313.28477404531 3485.58983781841","106.03066989829 329.53856481591 721.82466444904 356.36246368035 139.65691005992 1189.8494917449 485.57444326604 150.97680379863 602.52492574787 478.01481091602 16.401395219064 602.16281153787 407.69544786015 732.90916875555 160.07092459382 1560.3817919498 839.72966454191 128.90523832024"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,,,"236.81992174885 430.76059133431 617.76921619719 826.97207308173 1027.49788008409 1208.14659072047 1384.29780007489 1582.18379153216 1767.16832901165 1940.31774117791 2115.46471082399 2288.80237312259 2464.15733988718 2669.55187911061 2851.49199025759 3035.08884420316 3215.57247925696 3410.21905755773 3585.87454692265","1332.7239920171 737.79561773662 13.058615036487 717.75610632174 772.22730823773 69.522325237635 47.482958137236 248.26832020949 918.42643882108 921.42762325577 175.64598532216 2519.8441270785 119.99692756142 365.17092478913 464.96183895944 1006.1301188838 2069.2046121154 26.95791755172 59.877758287149"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,,,"244.36774618255 427.24673376261 654.23258864711 854.9283731992 1034.52125366626 1221.0928171369 1441.07907812724 1657.50414941023 1864.50683242486 2068.30083687333 2275.53516673386 2480.39027139121 2652.72004899563 2825.61666522325 3075.22245340734 3249.04842142223 3431.85403874442","695.81369792753 137.31561198459 749.13521595173 1254.9228060101 496.03458121351 1106.1114731436 320.68680822661 113.59883360852 582.90976273528 197.02108826652 37.581570242508 118.85857458403 346.51739124287 2648.2251227077 784.83938718403 385.18933378554 432.53381989261"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,,,"244.96166608926 437.87762495186 654.21799673267 872.9903776904 1054.73687363419 1231.5164908822 1420.96038975088 1615.91843706642 1816.44949609215 2009.41219044408 2181.45841718323 2364.61359908775 2639.07707991569 2876.53557053661 3074.20688601364 3256.07248425257 3429.56317434264","555.7209067065 82.641580168356 35.719936966515 1110.7357614049 1267.8817935335 443.58400996283 45.593709328869 1038.5882874477 479.43856313778 472.41790042906 1415.8518923668 1165.2201753198 81.105196948235 6.5921272016981 486.93681096237 309.91286559823 87.677282231926"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[10].app[0],emergencyVariate:vector,,,"245.81546811423 497.89741844732 704.61921157625 894.97911155381 1095.43082366341 1280.05692833447 1464.02367268507 1643.84873074577 1832.54387576675 2009.51672097493 2199.12452033961 2383.98481500698 2641.25354320017 2854.83961636994 3134.43387774318 3361.65395730224 3534.84671195098","340.14923613827 3.0499433955157 367.80048914917 242.47532512175 273.69935293563 260.65312982701 334.76448659804 512.501710373 853.41809668605 430.004429518 1309.1002445005 154.55061710315 396.77046409555 781.79037807726 145.29389527433 897.9472665977 425.61769503328"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[10].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[10].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,,,"260.69291356166 434.11777788575 626.59905661338 803.39596933774 985.09280540895 1170.29019487304 1362.68817381981 1552.02813528286 1788.16112282384 1970.05842065163 2208.43364668263 2401.17328959421 2582.7362800422 2760.69233486812 2934.77171473839 3154.10863038889 3339.51113234535 3540.92347576057","1404.3515022941 181.14543720495 153.97353802887 434.43956046208 217.3422878053 857.68719265375 245.77739645821 539.41280474977 1083.6528903701 749.10458824422 353.53703129231 279.17556192459 102.22637422098 120.84991081749 644.23617131848 637.21926209022 2263.5710097502 181.46945435934"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,,,"288.78235384811 516.87309165243 704.46161832901 894.22712899 1069.30309108225 1240.66829595966 1432.98998140893 1614.61305490056 1804.00246348115 2003.93041313135 2187.54647605779 2428.06456982978 2603.0109682129 2781.73173297689 2953.8737045432 3266.80897248162 3452.93150307352","1568.1660814654 140.38016894143 383.59743925726 250.70669514635 114.36556705468 354.36544952602 519.29247205916 446.46058063189 284.40979033348 449.44162338288 51.582489956044 208.56963938397 382.58518573247 2489.5279688813 749.22711386166 85.59750571838 470.25212213951"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,,,"499.60955136715 619.48134648864 655.93012710174 1175.94038466178 1368.07076450173 1386.00993036634 1422.67252011995 1673.89452807129 2104.32407329954 2395.17138656646 2567.47554120338 2878.24770090568 3172.39103237463 3411.93118784918 3426.89579729953","1.71213291983 1.71213029145 1.71213036907 1.71213000539 1.7121307084 1.71213029145 1.71213036907 1.71213120325 1.71213004587 1.71213000539 1.71213000539 1.71213036907 1.71213040776 1.71213029145 1.71213464581"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,title,Urgent wait time (s),,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,,,"124.03524853778 342.17920500486 555.42788411279 745.49159197613 925.71368794856 1097.5743491272 1289.48871672821 1476.84799411516 1678.84553241558 1870.74206371772 2103.18795025667 2313.74082961114 2516.4572553983 2710.03876972653 2906.40466482918 3118.53882551073 3308.44769615309 3489.82906583729","271.49338424192 753.42883153145 274.73326339552 256.63746327624 631.09667947755 72.337130841 211.90246163998 940.85213032462 167.39190048395 515.77566175707 3099.2044370417 582.95534523663 369.91296429538 96.598801491816 974.09014026127 2.2151031084026 344.80462134875 1557.4285568805"
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,,,"188.93011358727 367.45147363109 544.56579686712 745.06407925576 935.24360521581 1147.60380327069 1340.66666656215 1522.56465326351 1709.74731664962 1958.16828280569 2189.33368494906 2420.52516580697 2601.00913074733 2787.11071649001 3022.36780139697 3198.61350378142 3376.87457723053 3569.21862509095","246.39642307129 371.89872803112 2493.2580717268 26.37978773331 1183.4266091175 2.5824422627776 267.75109912373 34.219318086725 344.8589954458 150.88447728366 816.4182524726 1057.2941187198 379.50770742107 582.91557889048 103.08665938367 141.86413267129 213.08597414681 390.14623409666"
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,,,"189.34147901266 418.80759390676 607.29923911287 780.2930685968 968.325920292 1149.0725167813 1325.87099440217 1514.70023599523 1693.24370217413 1909.35867340191 2100.79888483697 2306.89976914369 2488.18416269875 2689.29238157717 3002.25336747776 3200.50014994507 3377.22396232604","128.17464304304 544.3467157406 91.245872554036 154.92938877598 365.10821991524 174.2673468493 923.34138083542 398.29826039436 176.14695891744 1114.3542384225 662.0025491861 516.49068456534 2378.7437658556 221.98977671549 206.69380461027 105.72689766543 303.19513020634"
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,,,"190.23848707515 369.15487027056 562.7796582398 745.47125899679 939.38243618966 1146.3339443557 1329.67012607354 1530.47002102679 1704.52423863755 1916.85597302693 2093.67950287908 2304.62948663426 2540.94852447209 2721.61503308564 2948.64257466792 3140.59785817981 3402.54840197861 3585.77313197386","197.68921267003 515.29186623859 622.90531408882 12.381281118112 309.6806753524 486.03120099684 929.28770061851 79.386517013328 255.68660244361 530.11049997859 573.38594515167 589.99002812454 1471.8971642112 1321.6762276561 1197.7873923201 160.9276707541 1325.9419568347 404.97231528043"
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,,,"191.87620516934 365.63360770418 553.40087807338 730.74969775568 977.30693901269 1156.72189999079 1393.52523611951 1589.60525832782 1770.86244513829 1944.08026649446 2121.86670042066 2302.97137106794 2553.06361726514 2794.03598247331 3034.64050879498 3245.7776296525 3445.51841032294","1077.9908701922 139.02593070176 117.19588317124 268.15783376234 111.11438677451 157.01405082784 269.60523430141 232.66738696942 114.13481857615 76.509850124407 420.62962356241 816.61407449204 1377.9588892352 1283.0525180723 402.74560783551 275.14826462876 1834.2765038073"
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-19-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-19-20260518-02:26:37-159846,vector,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,,,"191.95061988017 191.95061988017 206.7914682851 206.7914682851 217.73149947056 217.73149947056 223.00782673474 223.00782673474 228.61653255134 228.61653255134 234.37415848849 234.37415848849 265.61268767756 265.61268767756 367.3457418804 367.3457418804 370.86700057158 370.86700057158 379.04406384806 379.04406384806 406.34829290521 406.34829290521 408.66035513978 408.66035513978 436.69513577613 436.69513577613 448.42476008108 448.42476008108 458.34042810111 458.34042810111 467.3540052089 467.3540052089 472.90620174054 472.90620174054 563.13099263629 563.13099263629 585.04038171499 585.04038171499 590.30647985492 590.30647985492 597.49163402047 597.49163402047 631.52697037171 631.52697037171 641.54643918392 641.54643918392 680.47783653551 680.47783653551 701.95966545484 701.95966545484 746.77621153456 746.77621153456 755.10573441288 755.10573441288 772.12371146654 772.12371146654 782.65859280724 782.65859280724 789.99979659117 789.99979659117 835.74439984114 835.74439984114 842.02412627581 842.02412627581 866.33051270579 866.33051270579 872.67202940909 872.67202940909 910.80991765031 910.80991765031 941.09456649068 941.09456649068 947.51258656764 947.51258656764 965.03226149634 965.03226149634 973.85658990686 973.85658990686 1008.7996452894 1008.7996452894 1055.64954497403 1055.64954497403 1094.9798715947 1094.9798715947 1128.0387111963 1128.0387111963 1148.04607465672 1148.04607465672 1169.34136599675 1169.34136599675 1201.59078472379 1201.59078472379 1208.83929231055 1208.83929231055 1224.74396116014 1224.74396116014 1275.2507144884 1275.2507144884 1281.4086674037 1281.4086674037 1309.88956494922 1309.88956494922 1321.66353481386 1321.66353481386 1327.58312658219 1327.58312658219 1354.69202055144 1354.69202055144 1391.56338998808 1391.56338998808 1418.67089830803 1418.67089830803 1420.8977581425 1420.8977581425 1450.94598712448 1450.94598712448 1466.78880783352 1466.78880783352 1476.71659976384 1476.71659976384 1507.58425244184 1507.58425244184 1526.69834968647 1526.69834968647 1532.18215132781 1532.18215132781 1571.21940993319 1571.21940993319 1595.74683950215 1595.74683950215 1623.72814881003 1623.72814881003 1626.26200596774 1626.27502056937 1667.57644439264 1667.57644439264 1670.80095034569 1670.80095034569 1689.34577227231 1689.34577227231 1693.63278243482 1693.63278243482 1706.23636893857 1706.23636893857 1767.80229688376 1767.80229688376 1771.86739577588 1771.86739577588 1803.79150420365 1803.79150420365 1839.90476149372 1839.90476149372 1862.95406978575 1862.95406978575 1879.56990127475 1879.56990127475 1884.09107189306 1884.09107189306 1914.08455821612 1914.08455821612 1918.56810332795 1918.56810332795 1921.64187867957 1921.64187867957 1954.75748063152 1954.75748063152 1979.61740523919 1979.61740523919 1983.21321031431 1983.66596134524 2022.60711312837 2022.60711312837 2056.32536181766 2056.32536181766 2060.54935463006 2060.54935463006 2091.70719793896 2091.70719793896 2095.3916331801 2095.3916331801 2098.04393250498 2098.04393250498 2105.77096744441 2105.77096744441 2173.14343700652 2173.14343700652 2184.35577145792 2184.35577145792 2236.2314394872 2236.2314394872 2238.6361581478 2238.6361581478 2265.90509225459 2265.90509225459 2279.76596686863 2279.76596686863 2286.20974782522 2286.20974782522 2294.80784861793 2294.80784861793 2306.34161943928 2306.34161943928 2349.36666811804 2349.36666811804 2360.84549731625 2360.84549731625 2412.67766912756 2412.67766912756 2422.23729808577 2422.23729808577 2426.51817965745 2426.51817965745 2449.56491414856 2449.56491414856 2453.13053351859 2453.13053351859 2473.12044249431 2473.12044249431 2499.53806887841 2499.53806887841 2522.56733654221 2522.56733654221 2542.66065477311 2542.66065477311 2549.60945531992 2549.60945531992 2554.77574893736 2554.77574893736 2597.79456462522 2597.79456462522 2602.72126302613 2602.72126302613 2624.32713603592 2624.32713603592 2631.30409848601 2631.30409848601 2633.77966974017 2633.77966974017 2644.40060931885 2644.40060931885 2671.2427982284 2671.2427982284 2678.19441935883 2678.19441935883 2680.43999902396 2680.43999902396 2697.93496125824 2697.93496125824 2723.32716338666 2723.32716338666 2730.56445221531 2730.56445221531 2773.94151426543 2773.94151426543 2795.74811664953 2795.74811664953 2803.33180134881 2803.33180134881 2808.29787296845 2808.29787296845 2845.06720929139 2845.06720929139 2868.80192046884 2868.80192046884 2870.84568591702 2873.18597012547 2891.61151286008 2891.61151286008 2950.35470747294 2950.35470747294 2960.43278206799 2960.43278206799 2976.86782591897 2976.86782591897 2995.46410651705 2995.46410651705 3003.0199892154 3003.0199892154 3006.22672382369 3006.22672382369 3050.67338058487 3050.67338058487 3059.0031829192 3059.0031829192 3075.91447948213 3075.91447948213 3123.05514262654 3123.05514262654 3142.30998848083 3142.30998848083 3176.51106532104 3176.51106532104 3188.28966533612 3188.28966533612 3193.29891396066 3193.29891396066 3216.59107016616 3216.59107016616 3219.06794378085 3219.06794378085 3222.10105487888 3222.10105487888 3233.35816591097 3233.35816591097 3247.48976132472 3247.48976132472 3254.309871629 3254.309871629 3266.65144702839 3266.65144702839 3304.08069672275 3304.08069672275 3360.57505031457 3360.57505031457 3362.6985406759 3363.00198808436 3378.47978589775 3378.47978589775 3391.5916547631 3391.5916547631 3395.70805577951 3395.70805577951 3404.26053227963 3404.26053227963 3443.00885986306 3443.00885986306 3452.55527112237 3452.55527112237 3462.02914314086 3462.02914314086 3482.35349370021 3482.35349370021 3546.33573244351 3546.33573244351 3554.34204121829 3554.34204121829 3578.17494654835 3578.17494654835 3580.75452656008 3580.75452656008 3587.48526227488 3587.48526227488","1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
